freq_hz,magnitude
3.259916481376640718e+01,1.147205052926868918e+00
3.269647575350899160e+01,2.026837088791937358e+00
3.279378669325157603e+01,1.348665667195807716e+00
3.289109763299416045e+01,9.499811497608929844e-01
3.298840857273675198e+01,1.067648479537236295e+00
3.308571951247933640e+01,7.906381389545514837e-01
3.318303045222192083e+01,1.328070482976502653e+00
3.328034139196451235e+01,2.115775479146764226e+00
3.337765233170709678e+01,2.400632582127630865e+00
3.347496327144968120e+01,1.867504029336404914e+00
3.357227421119226562e+01,2.333292429819496583e+00
3.366958515093485715e+01,4.464581534833905963e+00
3.376689609067744158e+01,3.029564192871744499e+00
3.386420703042002600e+01,2.700391015284888674e+00
3.396151797016261042e+01,3.712544792520650283e+00
3.405882890990520195e+01,3.890142544914365619e+00
3.415613984964778638e+01,2.830314099080781798e+00
3.425345078939037080e+01,1.924090425674595206e+00
3.435076172913295522e+01,3.205133022307931512e+00
3.444807266887554675e+01,2.842742628437600949e+00
3.454538360861813118e+01,1.366119311509339074e+00
3.464269454836071560e+01,1.261828366380690181e+00
3.474000548810330002e+01,1.656363988928883035e+00
3.483731642784589155e+01,2.173385111038423911e+00
3.493462736758847598e+01,9.142393592016168080e-01
3.503193830733106040e+01,9.755311026871027469e-01
3.512924924707364482e+01,2.007068368035843431e+00
3.522656018681623635e+01,4.323782230966992657e-01
3.532387112655882078e+01,7.056927767277348940e-01
3.542118206630140520e+01,9.901807535608581068e-01
3.551849300604399673e+01,1.609007593857161300e+00
3.561580394578658115e+01,1.143734927383743605e+00
3.571311488552916558e+01,1.896834504365729313e+00
3.581042582527175000e+01,3.636810017960339536e+00
3.590773676501434153e+01,2.943181074327618330e+00
3.600504770475692595e+01,2.521033941930741484e+00
3.610235864449951038e+01,5.218025933217548484e+00
3.619966958424209480e+01,3.781410063622001605e+00
3.629698052398468633e+01,4.056132282706507830e+00
3.639429146372727075e+01,4.116481645576778092e+00
3.649160240346985518e+01,4.675404891038721367e+00
3.658891334321243960e+01,4.103441062928461669e+00
